zcr,rmse,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_rolloff,chroma,tonnetz,hnr,mfccs_mean,label
0.0491534151311126,0.12069886,2010.82895973346,2128.2871296059525,20.05775455302088,3546.1053773919207,0.37677908,0.0024587557502484,-1.9884816e-05,-7.751249,1
0.0618379999778525,0.11311477,2596.1318731271717,2979.949676210701,21.33839489762683,4576.77400779589,0.3837679,0.0036755557092128,-9.812953e-08,-12.072488,1
0.0304498974420849,0.1036171,1310.7407526990123,1727.955396597561,19.431961651550424,2383.0854096283783,0.36117998,-0.0005961500870421,-1.3246465e-05,-7.6270537,1
0.0466291626447876,0.089207664,1979.2037305234849,2252.530759817236,20.520026528963196,3743.169077280405,0.3080147,-0.0159899994854366,-5.13556e-07,-17.106503,1
0.0471393128619691,0.11078385,2197.8710661006558,2807.13296884656,20.576340177051502,4349.0585409628375,0.42703313,-0.0055578912672011,-9.96567e-07,-5.2437787,1
0.0438171151061776,0.16739589,1724.6979910354637,1937.7983527901345,22.14034159634189,3093.664484797297,0.3224811,-0.0086269699019464,-1.6587795e-05,-11.023577,1
0.0498178842905405,0.14445347,2088.649247336642,2664.080903688948,20.72272872748696,3677.239231418919,0.39463034,-0.0006554794640368,-9.342022e-07,-7.2932153,1
0.0382192424352281,0.11767271,1525.6606872924367,2136.77816089128,20.95862012903606,2644.1207991951856,0.4026187,-0.0012913665213123,-3.1998193e-06,-8.031293,1
0.0533612480665119,0.09266647,2170.112668766116,2474.1751893139244,20.90714045833755,4168.231923397621,0.3428361,-0.0010315763330897,-3.0723805e-07,-9.155357,1
0.0308364903567285,0.113536246,1324.513533500433,1709.0840213226832,17.574877792528063,2590.34607924884,0.46032628,0.0037023173479154,1.9895313e-05,-4.6707363,1
0.0597504440980278,0.1111983,2642.9354378232547,3150.414340982305,19.94126363158423,5045.21450387906,0.40988925,-0.0044612991472759,-1.9639805e-05,-5.90261,1
0.0359787376740139,0.1376726,1727.1192416613872,2376.103840762269,19.367053528945693,3223.0691931917054,0.42855176,-0.0055663464647017,5.749219e-05,-0.39925596,1
0.0135960877171814,0.16098996,1166.7965692605226,2250.4671120180574,21.76507631541227,2180.5236486486488,0.6038427,-0.016157712637764,-6.150826e-06,1.8934911,1
0.0373495504640371,0.17284583,1722.076346705077,2092.695255705937,19.857669284903714,3351.6688796041185,0.3763329,0.0029037458811276,0.0005550085,-0.10584819,1
0.0464101320813998,0.12061013,1941.4018531322663,2160.9351887750613,20.84037478214046,3689.438737130221,0.38146785,0.0059344961079484,-3.756538e-05,-3.6883278,1
0.0603134969547563,0.08087803,2308.2996374088198,2656.6443740635714,21.29641865720723,4603.592322542054,0.45384204,0.0213793542400564,-6.050638e-05,-6.663555,1
0.050129075430201,0.1136132,1853.9091075156416,1988.7593338897104,20.0731516971043,3376.3829348535382,0.38537726,0.0005423365637899,-1.8771398e-05,-9.912675,1
0.0347956091695669,0.103922576,1756.4099717994695,2537.0748215628737,17.822290496717994,3111.905905597448,0.5057791,0.0035087374412168,3.5561097e-06,-0.37089175,1
0.0550424763147718,0.1411735,1898.2938091451344,1892.1672918529705,21.826064248169395,3197.72229825261,0.3011099,0.0033622503602886,-6.212203e-05,-17.592033,1
0.0289090444943928,0.11934695,1132.5057289021445,1286.7402014570616,19.420372833070083,2044.255388087297,0.346762,0.0008245575348102,-0.003649373,-4.1205707,1
0.052936409391918,0.099131376,2095.839804258755,2465.5487677491155,19.121072895354857,4087.245096795244,0.5174067,0.0020114014748638,2.0796055e-05,-5.0298643,1
0.0616027407192575,0.099096134,2564.4862490125865,2584.9105350922173,22.86023014752969,4980.315128335267,0.3213509,-0.0139380996825119,-1.4307525e-05,-12.908178,1
0.0285582221577726,0.14461738,1621.6969365621967,2209.500825779842,20.185617029030443,2958.2424367386893,0.360022,0.0007170751443614,0.00034504256,-4.0989084,1
0.0655778686052123,0.12757576,2555.8432457851995,2506.7693132847216,21.11703041443987,4758.704866976352,0.33313054,-0.0017432176032947,8.180514e-07,-8.509667,1
0.0651710079514694,0.07765974,3052.337445062359,3472.699139811619,21.022525913648863,6613.407908570186,0.43697986,0.0045503068473792,-5.334024e-06,-3.7433476,1
0.0755555756960556,0.0913909,3261.8649984982226,3294.164889974932,19.311305460893493,6627.5302258555685,0.47903237,-0.0023753082075295,-6.918492e-05,-1.6757921,1
0.0504674358323665,0.10413507,1966.4609953146564,2182.3405330499227,19.86903796098921,3706.025798470128,0.35926473,0.0035172633540406,-1.28612e-05,-10.750879,1
0.0559182104360015,0.09924773,2605.256328758533,3096.8247498895525,21.245991156221987,5241.045080481438,0.36405808,0.016578700343133,-2.5935655e-05,-11.000153,1
0.0563830783546017,0.13920811,2448.515875106146,2639.3070957717478,21.402717237473585,4781.453582692865,0.337335,-0.0007230008819896,0.00015886968,-7.008265,1
0.0384035280114075,0.121828794,1632.8576406922457,1944.35778479316,20.979076088174885,2949.649139899942,0.36385134,-0.0011013606924898,-6.8811005e-08,-7.0701475,1
0.0436741710170146,0.10155415,2031.7043809853087,2399.9687556478043,20.3033963571682,3754.304805321926,0.34875736,-0.0037551871434184,-4.0172046e-07,-5.228077,1
0.1043569116919525,0.101865694,3392.2086178186155,2925.628391275198,23.602223071118097,6227.811417793536,0.37634778,-0.0134336983837473,2.2636038e-06,-2.3415093,1
0.0407852680297757,0.09046163,1846.9401454657896,2275.5467976639884,19.964210573032474,3645.9559889791194,0.38546374,-0.0044295508734539,-1.7025463e-05,-5.1320715,1
0.073941566366976,0.135147,3216.195064943437,3392.015403195664,23.408581157050666,6433.781358758701,0.2955745,0.0059854547342708,-6.5687404e-06,-10.747629,1
0.0953280031892275,0.10578629,3312.570341950691,2984.38702053458,20.156872176059924,6000.813917434443,0.4141425,0.0025086158683943,1.3422524e-05,-10.856001,1
0.0378155512857695,0.13433565,1598.0065087192506,2059.8694661981667,20.657978295793544,2773.4365936774943,0.32740316,-0.005580440631027,-2.8003867e-06,-10.897431,1
0.0395179270591647,0.07858973,1818.202405994736,2420.905057519906,20.65877595573225,3412.821178037993,0.44856152,-0.0058288810668721,1.4000889e-06,-1.6365526,1
0.1349355604698376,0.099868335,4734.4101059807645,3573.098717763427,20.41208952976954,8497.17182062065,0.4104882,-0.0040991537331666,7.696524e-05,-10.627564,1
